City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Year,Month,Pollution_Index,Temp_Bin
Beijing,China,2023-01-21,54.56,178.83,90.13,12.38,6.63,57.54,2.36,70.33,6.48,2023,1,66.67833333333333,Frio
Bangkok,Thailand,2023-08-10,12.66,180.22,42.57,32.7,8.95,95.34,17.36,52.27,0.6,2023,8,62.07333333333332,Ameno
Mexico City,Mexico,2023-03-25,137.87,42.82,99.43,8.4,5.68,142.6,17.23,33.79,11.56,2023,3,72.8,Ameno
Cairo,Egypt,2023-12-15,132.23,15.31,88.96,21.36,7.44,91.78,29.72,10.78,19.75,2023,12,59.51333333333334,Quente
Berlin,Germany,2023-06-07,13.02,83.84,20.21,4.96,5.27,123.16,33.81,51.13,9.66,2023,6,41.74333333333333,Muito Quente
Madrid,Spain,2023-08-19,44.36,102.15,44.0,34.33,7.44,137.59,11.08,52.47,3.83,2023,8,61.645,Ameno
Beijing,China,2023-04-09,103.22,161.99,75.97,14.71,2.51,83.88,-4.04,32.79,13.97,2023,4,73.71333333333334,Muito Frio
Toronto,Canada,2023-02-04,104.85,39.32,18.31,45.39,9.23,172.32,7.64,52.92,16.96,2023,2,64.90333333333332,Frio
London,Uk,2023-08-07,135.35,176.03,32.7,29.53,6.56,86.73,26.15,71.89,7.23,2023,8,77.81666666666668,Quente
Dubai,Uae,2023-10-06,26.54,21.24,69.78,48.68,4.03,104.59,-6.68,46.63,15.13,2023,10,45.81,Muito Frio
Paris,France,2023-09-08,63.11,79.16,18.67,30.23,9.67,174.04,20.98,96.85,4.8,2023,9,62.48,Quente
Istanbul,Turkey,2023-09-28,133.74,125.04,37.69,35.31,0.14,111.18,19.89,16.72,12.1,2023,9,73.85000000000001,Ameno
Bangkok,Thailand,2023-12-15,20.36,14.16,48.16,48.03,7.64,111.13,29.27,13.81,6.1,2023,12,41.57999999999999,Quente
Moscow,Russia,2023-12-25,10.24,66.53,40.55,11.91,0.18,64.43,12.97,56.26,14.6,2023,12,32.306666666666665,Ameno
Dubai,Uae,2023-06-08,17.38,67.12,5.16,48.79,3.65,131.29,10.92,24.08,14.16,2023,6,45.565,Ameno
Tokyo,Japan,2023-10-09,88.89,121.96,51.31,1.19,7.78,15.8,4.98,14.04,12.69,2023,10,47.82166666666666,Frio
Mumbai,India,2023-07-11,108.06,144.38,70.74,29.12,9.72,159.95,12.17,41.97,8.85,2023,7,86.995,Ameno
Cairo,Egypt,2023-08-04,94.52,18.34,72.64,18.26,9.39,142.02,3.5,66.33,18.01,2023,8,59.19499999999999,Frio
Cairo,Egypt,2023-06-17,11.41,128.13,14.73,28.73,7.95,59.74,-5.49,61.29,2.82,2023,6,41.78166666666666,Muito Frio
Sydney,Australia,2023-04-19,76.08,195.64,67.14,5.4,7.44,167.39,27.39,79.07,3.01,2023,4,86.51499999999999,Quente
Rio De Janeiro,Brazil,2023-07-08,121.5,199.47,83.86,49.62,1.83,116.16,36.81,14.98,9.92,2023,7,95.40666666666668,Muito Quente
London,Uk,2023-01-15,35.37,76.55,77.15,28.52,3.68,23.28,31.14,38.97,11.79,2023,1,40.75833333333333,Muito Quente
Cairo,Egypt,2023-12-01,13.73,90.62,47.62,19.51,3.99,96.57,17.16,24.88,7.49,2023,12,45.339999999999996,Ameno
Mumbai,India,2023-06-13,59.87,166.77,40.0,34.18,3.96,124.69,22.86,93.87,6.95,2023,6,71.57833333333333,Quente
Tokyo,Japan,2023-12-10,42.69,113.58,58.99,33.32,3.7,25.86,6.15,31.35,15.83,2023,12,46.35666666666666,Frio
Berlin,Germany,2023-03-09,130.88,30.6,17.49,37.91,8.92,106.58,35.91,47.57,14.92,2023,3,55.39666666666667,Muito Quente
Madrid,Spain,2023-01-11,93.11,57.7,87.26,8.3,2.6,139.18,39.88,16.61,11.89,2023,1,64.69166666666666,Muito Quente
Rio De Janeiro,Brazil,2023-01-20,17.24,152.7,50.2,34.31,1.32,162.43,17.74,43.33,9.49,2023,1,69.7,Ameno
Paris,France,2023-02-28,72.89,153.03,72.32,7.88,9.4,80.12,9.42,51.23,13.31,2023,2,65.94,Frio
Rio De Janeiro,Brazil,2023-10-07,82.67,130.18,87.36,45.67,3.08,187.47,-2.16,49.31,18.1,2023,10,89.40500000000002,Muito Frio
Mexico City,Mexico,2023-04-03,66.2,137.62,20.7,38.2,6.0,27.55,2.31,51.49,4.0,2023,4,49.37833333333333,Frio
Bangkok,Thailand,2023-11-06,43.09,22.47,24.78,3.64,8.31,70.15,2.53,22.38,1.73,2023,11,28.74,Frio
Paris,France,2023-06-22,90.91,45.42,55.25,32.63,7.16,133.04,39.54,39.0,10.67,2023,6,60.73499999999999,Muito Quente
Mexico City,Mexico,2023-10-06,112.16,70.54,79.47,16.91,0.72,173.61,28.28,36.22,17.91,2023,10,75.56833333333334,Quente
Seoul,South Korea,2023-06-13,69.16,89.95,93.06,39.71,8.26,198.14,6.99,42.66,1.93,2023,6,83.04666666666667,Frio
Berlin,Germany,2023-01-15,142.85,90.55,96.51,30.12,2.0,41.13,24.3,65.37,0.96,2023,1,67.19333333333333,Quente
Los Angeles,Usa,2023-06-27,39.53,171.34,79.99,6.58,2.55,99.76,25.44,71.07,17.13,2023,6,66.625,Quente
Berlin,Germany,2023-06-10,92.72,180.28,59.96,25.7,8.82,50.84,14.47,16.35,18.8,2023,6,69.71999999999998,Ameno
Cairo,Egypt,2023-03-19,65.8,95.39,53.76,29.84,4.53,149.75,-7.72,74.66,9.34,2023,3,66.51166666666667,Muito Frio
Berlin,Germany,2023-02-26,26.63,15.78,44.22,7.76,1.17,84.83,36.13,66.09,16.77,2023,2,30.064999999999998,Muito Quente
Paris,France,2023-12-06,91.77,168.32,32.45,7.0,2.07,188.87,22.73,38.96,3.14,2023,12,81.74666666666666,Quente
New York,Usa,2023-04-11,137.22,21.69,51.61,14.85,1.78,128.31,9.33,87.5,19.26,2023,4,59.24333333333333,Frio
Los Angeles,Usa,2023-03-25,102.55,77.42,17.34,38.45,0.54,23.06,1.22,89.6,2.1,2023,3,43.22666666666666,Frio
Mexico City,Mexico,2023-07-09,75.9,92.87,34.45,31.41,4.94,181.85,29.11,92.51,3.84,2023,7,70.23666666666666,Quente
Istanbul,Turkey,2023-02-19,71.84,183.14,8.69,39.33,0.97,138.97,1.64,44.83,8.38,2023,2,73.82333333333334,Frio
Mexico City,Mexico,2023-07-27,115.89,107.57,75.97,33.46,1.53,134.91,3.43,16.97,0.53,2023,7,78.22166666666665,Frio
Seoul,South Korea,2023-10-02,119.04,198.7,81.91,37.81,4.51,198.12,3.58,58.11,0.84,2023,10,106.68166666666666,Frio
Rio De Janeiro,Brazil,2023-11-06,106.81,29.62,86.69,40.91,7.8,89.0,2.27,57.71,17.67,2023,11,60.13833333333333,Frio
Madrid,Spain,2023-12-17,5.43,117.6,57.74,18.65,4.77,15.3,6.65,50.21,6.84,2023,12,36.58166666666667,Frio
Cairo,Egypt,2023-06-05,143.16,12.85,25.89,46.63,0.54,196.43,36.22,44.72,4.66,2023,6,70.91666666666667,Muito Quente
Madrid,Spain,2023-06-13,66.33,119.26,37.26,41.48,0.7,80.27,9.61,54.08,2.25,2023,6,57.54999999999999,Frio
Rio De Janeiro,Brazil,2023-10-03,37.64,37.78,13.78,37.64,2.35,174.93,19.13,80.49,14.95,2023,10,50.68666666666667,Ameno
Madrid,Spain,2023-12-13,85.43,125.17,18.34,13.37,5.06,42.57,17.67,39.86,9.97,2023,12,48.323333333333345,Ameno
Toronto,Canada,2023-12-18,52.49,192.9,74.69,21.05,6.96,35.51,15.89,17.95,15.01,2023,12,63.93333333333334,Ameno
New York,Usa,2023-09-20,115.78,162.72,81.71,30.42,1.48,31.03,3.7,87.83,19.6,2023,9,70.52333333333333,Frio
Paris,France,2023-02-10,79.51,77.1,30.66,25.07,4.48,180.92,28.47,82.78,10.49,2023,2,66.29,Quente
New York,Usa,2023-09-08,103.09,137.7,69.55,20.97,4.01,138.63,35.51,41.98,16.69,2023,9,78.99166666666666,Muito Quente
Johannesburg,South Africa,2023-03-01,52.21,134.26,86.44,42.91,7.58,150.3,36.75,20.37,6.27,2023,3,78.94999999999999,Muito Quente
Mexico City,Mexico,2023-01-13,124.74,191.23,83.82,47.02,5.99,96.16,20.77,50.77,13.18,2023,1,91.49333333333333,Quente
Sydney,Australia,2023-08-13,143.48,165.88,38.05,38.94,8.21,68.29,-8.47,95.85,19.84,2023,8,77.14166666666667,Muito Frio
Bangkok,Thailand,2023-01-13,66.09,82.13,86.75,7.32,8.99,62.68,7.54,19.9,6.06,2023,1,52.32666666666666,Frio
Istanbul,Turkey,2023-05-26,71.65,81.76,53.17,20.12,2.43,127.54,-9.57,84.74,12.59,2023,5,59.445000000000014,Muito Frio
London,Uk,2023-02-08,7.93,158.54,53.54,35.67,1.14,178.47,13.3,90.02,2.95,2023,2,72.54833333333333,Ameno
Mumbai,India,2023-08-15,134.65,100.62,63.16,44.4,4.45,17.47,-1.52,37.07,14.55,2023,8,60.791666666666664,Muito Frio
Beijing,China,2023-06-17,141.49,24.24,29.46,42.21,9.44,144.07,20.37,35.91,16.74,2023,6,65.15166666666667,Quente
New York,Usa,2023-02-18,7.9,37.68,49.52,33.77,1.94,67.5,32.27,81.07,12.77,2023,2,33.05166666666667,Muito Quente
Beijing,China,2023-04-12,148.01,136.52,11.05,32.75,7.75,137.19,24.52,19.15,2.77,2023,4,78.87833333333333,Quente
Seoul,South Korea,2023-01-10,59.85,84.98,65.65,29.1,1.32,165.36,7.24,88.02,1.8,2023,1,67.71,Frio
Toronto,Canada,2023-09-02,91.66,156.67,36.43,31.36,5.46,90.59,22.58,81.09,12.69,2023,9,68.695,Quente
Madrid,Spain,2023-11-25,44.23,16.7,20.22,24.21,0.69,124.02,-0.5,82.65,6.15,2023,11,38.345,Muito Frio
Toronto,Canada,2023-09-07,79.81,64.73,77.8,24.31,5.83,193.39,37.51,17.97,6.2,2023,9,74.31166666666667,Muito Quente
Bangkok,Thailand,2023-09-05,29.73,21.93,75.82,34.2,8.93,144.78,-4.43,98.13,1.73,2023,9,52.565,Muito Frio
Mexico City,Mexico,2023-06-25,46.34,18.14,47.94,32.52,0.26,63.23,0.06,68.0,3.78,2023,6,34.73833333333333,Frio
Tokyo,Japan,2023-03-10,58.19,73.74,9.5,28.48,6.65,191.77,-4.42,79.16,7.78,2023,3,61.38833333333334,Muito Frio
New York,Usa,2023-08-25,96.55,93.99,13.96,37.34,8.47,66.17,35.68,65.26,12.74,2023,8,52.74666666666667,Muito Quente
Johannesburg,South Africa,2023-09-01,37.59,43.2,76.5,37.1,2.74,46.67,8.46,97.17,0.87,2023,9,40.63333333333333,Frio
New York,Usa,2023-02-09,89.97,70.38,68.32,44.96,4.61,97.79,34.58,77.69,8.58,2023,2,62.671666666666674,Muito Quente
Berlin,Germany,2023-07-04,135.87,174.39,20.36,4.16,4.55,40.56,33.77,83.85,16.92,2023,7,63.315000000000005,Muito Quente
Moscow,Russia,2023-01-14,105.16,17.36,92.81,8.38,7.9,40.69,15.24,50.44,17.05,2023,1,45.383333333333326,Ameno
Cairo,Egypt,2023-04-17,143.75,137.28,64.41,34.82,9.43,18.2,14.19,62.48,8.32,2023,4,67.98166666666665,Ameno
Johannesburg,South Africa,2023-06-04,68.81,127.3,16.17,49.44,3.27,149.56,-6.43,74.18,12.48,2023,6,69.09166666666667,Muito Frio
Toronto,Canada,2023-08-02,105.28,43.06,87.51,7.67,1.81,178.54,16.69,80.05,13.32,2023,8,70.645,Ameno
Seoul,South Korea,2023-09-22,12.62,128.02,74.81,23.3,8.13,48.57,38.43,84.15,15.53,2023,9,49.241666666666674,Muito Quente
Moscow,Russia,2023-05-19,142.82,109.08,7.52,20.44,9.96,174.38,9.06,57.67,1.17,2023,5,77.36666666666666,Frio
Madrid,Spain,2023-09-07,107.94,64.7,43.14,32.32,2.62,13.83,19.06,43.95,8.27,2023,9,44.09166666666666,Ameno
Mumbai,India,2023-02-24,88.98,186.65,84.96,31.03,5.29,66.84,-6.51,65.42,0.68,2023,2,77.29166666666667,Muito Frio
Istanbul,Turkey,2023-02-24,85.83,82.86,82.38,46.77,6.94,30.79,-1.84,69.8,5.43,2023,2,55.928333333333335,Muito Frio
Bangkok,Thailand,2023-02-13,106.33,77.93,84.87,13.18,1.51,17.96,28.64,74.96,12.47,2023,2,50.29666666666666,Quente
Seoul,South Korea,2023-09-26,44.89,18.72,47.86,38.0,9.41,12.96,11.8,23.95,18.92,2023,9,28.64,Ameno
Cairo,Egypt,2023-02-02,144.25,83.64,85.52,5.29,2.49,30.58,31.82,90.57,6.95,2023,2,58.62833333333333,Muito Quente
Dubai,Uae,2023-09-11,16.23,179.09,61.51,37.33,4.23,143.7,34.4,20.73,19.61,2023,9,73.68166666666666,Muito Quente
Paris,France,2023-09-20,74.4,10.39,31.49,47.54,0.27,93.01,14.33,52.47,5.18,2023,9,42.85,Ameno
Moscow,Russia,2023-01-12,121.56,103.58,36.82,26.7,6.44,182.68,4.78,72.16,7.74,2023,1,79.63,Frio
Toronto,Canada,2023-02-14,36.08,55.63,6.59,21.93,3.22,149.41,31.47,61.23,10.23,2023,2,45.47666666666667,Muito Quente
London,Uk,2023-06-03,130.68,132.71,23.66,8.12,2.01,131.21,3.54,42.8,19.31,2023,6,71.39833333333333,Frio
Tokyo,Japan,2023-04-16,100.48,175.59,72.72,27.51,3.18,181.12,23.51,60.09,19.73,2023,4,93.43333333333332,Quente
Cairo,Egypt,2023-03-04,132.13,174.65,21.02,38.49,3.88,168.18,-2.3,76.62,17.23,2023,3,89.72499999999998,Muito Frio
Johannesburg,South Africa,2023-10-23,65.75,61.24,78.88,9.77,5.54,47.42,17.95,60.19,1.53,2023,10,44.76666666666667,Ameno
Los Angeles,Usa,2023-10-25,141.12,119.49,77.43,7.07,3.43,22.07,16.72,68.33,11.77,2023,10,61.76833333333334,Ameno
London,Uk,2023-10-13,50.9,67.91,58.4,5.53,9.42,165.49,26.01,95.6,4.2,2023,10,59.60833333333333,Quente
Dubai,Uae,2023-01-03,5.37,38.54,28.81,4.13,4.55,78.54,13.06,77.64,14.73,2023,1,26.656666666666666,Ameno
Tokyo,Japan,2023-04-14,123.6,150.16,83.76,7.23,0.64,102.33,33.44,89.38,9.12,2023,4,77.95333333333333,Muito Quente
Madrid,Spain,2023-10-01,42.11,136.39,14.52,45.27,1.02,52.01,16.77,91.55,8.35,2023,10,48.55333333333334,Ameno
Sydney,Australia,2023-08-12,59.76,74.14,39.8,25.54,7.72,51.97,-1.26,12.27,17.07,2023,8,43.154999999999994,Muito Frio
Los Angeles,Usa,2023-09-10,22.64,91.92,67.87,5.56,1.81,120.97,19.76,71.0,10.62,2023,9,51.794999999999995,Ameno
Seoul,South Korea,2023-08-04,104.6,126.37,15.71,8.04,7.17,148.9,6.97,10.71,2.95,2023,8,68.46499999999999,Frio
Dubai,Uae,2023-05-03,93.07,60.82,25.51,31.91,8.76,14.37,10.29,71.89,10.82,2023,5,39.07333333333333,Ameno
Dubai,Uae,2023-12-01,100.09,193.57,9.08,31.49,2.45,166.16,-6.92,55.91,7.7,2023,12,83.80666666666666,Muito Frio
Madrid,Spain,2023-03-09,32.0,177.76,16.0,38.29,3.84,28.16,17.32,32.48,6.96,2023,3,49.34166666666667,Ameno
Seoul,South Korea,2023-04-21,33.35,173.07,59.24,24.26,8.11,167.38,-5.07,73.74,9.95,2023,4,77.56833333333333,Muito Frio
Los Angeles,Usa,2023-02-24,141.79,54.71,73.0,22.35,8.36,40.94,28.11,60.64,5.97,2023,2,56.85833333333334,Quente
Sydney,Australia,2023-09-23,75.85,168.2,65.65,36.71,2.22,38.14,16.49,29.72,9.32,2023,9,64.46166666666666,Ameno
Paris,France,2023-02-16,102.96,50.25,6.62,29.54,3.05,145.43,21.42,95.35,14.6,2023,2,56.30833333333334,Quente
Bangkok,Thailand,2023-01-22,119.07,176.26,62.17,47.58,9.01,103.11,15.41,43.9,15.62,2023,1,86.19999999999999,Ameno
Johannesburg,South Africa,2023-03-15,62.49,96.54,25.1,2.58,4.25,74.76,-1.14,39.35,18.97,2023,3,44.28666666666667,Muito Frio
Johannesburg,South Africa,2023-06-12,41.77,60.89,76.07,6.91,3.5,189.86,-6.0,46.43,13.97,2023,6,63.166666666666664,Muito Frio
Sydney,Australia,2023-05-17,147.59,103.54,17.03,48.33,3.55,61.87,33.86,98.4,16.89,2023,5,63.651666666666664,Muito Quente
Sydney,Australia,2023-03-06,37.87,185.96,75.45,26.15,4.36,79.49,-6.73,49.03,14.88,2023,3,68.21333333333334,Muito Frio
Bangkok,Thailand,2023-05-16,135.13,87.13,53.66,40.03,1.78,47.39,21.26,47.52,19.06,2023,5,60.85333333333332,Quente
Berlin,Germany,2023-07-13,13.73,103.76,43.14,22.46,2.38,14.08,14.03,53.45,18.75,2023,7,33.25833333333333,Ameno
Los Angeles,Usa,2023-12-21,64.75,157.16,66.7,23.89,6.69,173.72,37.37,21.72,12.19,2023,12,82.15166666666666,Muito Quente
Istanbul,Turkey,2023-08-18,14.08,116.79,40.22,6.0,7.85,155.57,-0.99,66.29,13.46,2023,8,56.751666666666665,Muito Frio
Beijing,China,2023-08-27,37.82,173.62,40.96,37.58,6.75,97.05,5.18,76.13,16.15,2023,8,65.63000000000001,Frio
Cairo,Egypt,2023-10-19,35.26,83.59,47.73,43.33,0.56,87.4,17.43,83.23,2.48,2023,10,49.645,Ameno
Mumbai,India,2023-08-26,97.03,136.86,80.84,43.63,6.06,52.75,27.1,45.12,3.36,2023,8,69.52833333333334,Quente
Cairo,Egypt,2023-03-17,143.03,42.93,67.9,27.47,1.77,182.41,1.22,83.31,6.8,2023,3,77.585,Frio
Dubai,Uae,2023-05-22,24.37,162.91,70.52,37.08,6.32,94.53,38.6,92.85,8.18,2023,5,65.955,Muito Quente
Beijing,China,2023-11-14,103.15,49.45,95.91,7.98,5.65,74.28,-1.41,56.25,18.83,2023,11,56.06999999999999,Muito Frio
Moscow,Russia,2023-08-02,35.6,116.79,89.99,18.23,6.96,120.08,20.5,56.08,4.82,2023,8,64.60833333333333,Quente
Dubai,Uae,2023-03-16,147.56,112.7,71.75,45.72,6.06,65.98,1.22,46.55,3.5,2023,3,74.96166666666667,Frio
Bangkok,Thailand,2023-07-14,38.2,184.95,68.96,34.54,3.94,45.4,26.56,37.85,12.02,2023,7,62.66499999999999,Quente
Johannesburg,South Africa,2023-06-02,40.42,105.73,97.85,27.09,3.87,73.6,1.13,70.29,8.21,2023,6,58.09333333333333,Frio
Moscow,Russia,2023-02-02,75.7,94.52,47.39,8.91,2.64,176.99,29.86,24.94,4.03,2023,2,67.69166666666666,Quente
Beijing,China,2023-01-07,56.65,125.71,33.05,22.38,6.81,118.99,35.71,59.37,17.55,2023,1,60.59833333333333,Muito Quente
Seoul,South Korea,2023-12-10,149.0,139.87,88.1,8.37,0.74,126.89,-9.94,65.66,15.05,2023,12,85.495,Muito Frio
Beijing,China,2023-08-25,123.2,198.15,32.03,20.29,7.33,124.5,8.39,45.6,8.41,2023,8,84.25,Frio
Cairo,Egypt,2023-10-15,85.35,194.29,30.19,20.46,5.27,60.34,8.66,41.05,2.64,2023,10,65.98333333333333,Frio
Madrid,Spain,2023-03-02,34.22,90.38,75.26,14.71,8.26,31.04,1.47,21.8,7.04,2023,3,42.31166666666667,Frio
Los Angeles,Usa,2023-04-20,94.01,154.98,33.95,7.47,1.14,63.45,-0.26,66.92,6.94,2023,4,59.166666666666664,Muito Frio
Mexico City,Mexico,2023-11-28,43.21,34.44,32.74,5.19,6.28,20.69,-7.22,97.26,15.32,2023,11,23.758333333333336,Muito Frio
Madrid,Spain,2023-10-08,23.13,168.87,56.33,15.55,9.26,141.48,13.26,17.7,5.01,2023,10,69.10333333333334,Ameno
Mexico City,Mexico,2023-09-10,143.97,152.84,50.31,12.49,0.9,102.98,5.09,53.19,18.53,2023,9,77.24833333333333,Frio
Mexico City,Mexico,2023-09-27,28.19,162.41,17.85,32.15,6.67,104.64,34.14,83.15,13.26,2023,9,58.651666666666664,Muito Quente
Seoul,South Korea,2023-08-24,109.68,112.18,61.12,13.29,5.61,182.26,32.95,10.73,15.41,2023,8,80.69000000000001,Muito Quente
Los Angeles,Usa,2023-01-15,47.39,119.37,46.17,12.54,3.87,147.1,27.53,35.49,13.94,2023,1,62.74,Quente
Madrid,Spain,2023-01-27,144.57,126.69,41.04,29.73,9.24,67.84,7.41,34.28,3.94,2023,1,69.85166666666667,Frio
Seoul,South Korea,2023-11-03,87.28,127.41,70.49,25.09,4.26,189.42,39.15,48.69,12.0,2023,11,83.99166666666666,Muito Quente
Los Angeles,Usa,2023-08-20,71.58,16.52,18.19,31.05,3.11,134.72,16.09,24.53,18.7,2023,8,45.86166666666667,Ameno
Istanbul,Turkey,2023-01-04,104.09,136.93,38.51,38.04,7.85,99.95,24.52,35.26,3.65,2023,1,70.89500000000001,Quente
Rio De Janeiro,Brazil,2023-04-25,143.47,161.12,17.2,42.12,8.54,15.49,-7.93,39.26,7.84,2023,4,64.65666666666668,Muito Frio
Seoul,South Korea,2023-04-28,45.66,72.13,11.95,8.55,7.12,180.82,-9.97,88.52,1.21,2023,4,54.37166666666667,Muito Frio
Seoul,South Korea,2023-04-16,119.2,198.65,79.12,23.95,3.1,53.79,25.22,46.61,1.51,2023,4,79.635,Quente
Johannesburg,South Africa,2023-02-14,26.17,125.57,12.9,16.65,3.32,164.04,37.99,90.56,2.23,2023,2,58.10833333333333,Muito Quente
Moscow,Russia,2023-09-09,137.48,52.29,53.84,44.25,7.55,153.14,38.04,25.99,14.16,2023,9,74.75833333333334,Muito Quente
Los Angeles,Usa,2023-08-14,106.92,144.21,26.91,2.57,0.29,55.01,1.79,25.82,15.29,2023,8,55.98500000000001,Frio
Cairo,Egypt,2023-07-08,95.91,67.19,44.11,7.73,7.25,182.58,18.91,27.58,14.96,2023,7,67.46166666666666,Ameno
Beijing,China,2023-07-10,141.42,111.56,68.99,5.51,2.42,117.08,31.51,60.09,2.89,2023,7,74.49666666666666,Muito Quente
Johannesburg,South Africa,2023-09-21,144.05,163.15,44.75,15.14,4.47,77.82,24.18,39.32,10.66,2023,9,74.89666666666668,Quente
Mexico City,Mexico,2023-07-18,75.66,166.62,62.82,1.91,1.26,176.81,9.07,24.52,14.89,2023,7,80.84666666666668,Frio
New York,Usa,2023-02-28,28.37,122.76,55.1,23.4,7.66,77.79,32.44,99.32,1.59,2023,2,52.51333333333333,Muito Quente
Johannesburg,South Africa,2023-06-08,137.81,198.01,66.11,4.58,4.5,141.93,30.33,61.36,4.96,2023,6,92.15666666666668,Muito Quente
Berlin,Germany,2023-09-07,66.31,111.3,90.56,27.53,7.77,124.43,30.16,80.6,1.27,2023,9,71.31666666666668,Muito Quente
London,Uk,2023-05-23,63.21,23.55,29.2,38.19,8.62,181.21,25.3,34.7,1.52,2023,5,57.330000000000005,Quente
London,Uk,2023-05-20,21.02,15.61,95.16,43.69,6.91,133.87,27.63,77.51,19.43,2023,5,52.71,Quente
Toronto,Canada,2023-12-16,100.23,15.59,95.81,9.72,9.98,107.7,25.35,75.1,15.47,2023,12,56.504999999999995,Quente
Los Angeles,Usa,2023-05-22,116.54,158.9,33.1,46.09,7.05,36.09,39.22,27.18,5.6,2023,5,66.295,Muito Quente
Mexico City,Mexico,2023-01-19,149.22,156.09,46.63,20.81,6.4,114.03,10.88,97.51,10.36,2023,1,82.19666666666666,Ameno
Madrid,Spain,2023-12-01,105.85,43.81,38.7,2.85,2.73,96.29,-6.37,42.51,15.53,2023,12,48.37166666666667,Muito Frio
Madrid,Spain,2023-07-25,75.4,98.44,24.36,26.94,5.92,104.46,-7.2,50.12,17.32,2023,7,55.919999999999995,Muito Frio
Moscow,Russia,2023-05-22,67.68,127.66,68.65,16.24,4.09,154.55,31.69,65.25,18.38,2023,5,73.145,Muito Quente
Los Angeles,Usa,2023-07-18,27.72,187.98,96.29,23.15,9.22,10.22,38.0,28.15,5.47,2023,7,59.09666666666667,Muito Quente
Mexico City,Mexico,2023-03-23,64.25,46.73,52.62,20.14,7.02,76.36,34.11,31.45,12.26,2023,3,44.52,Muito Quente
Bangkok,Thailand,2023-04-27,80.36,102.43,23.57,38.69,5.24,10.68,7.55,29.17,6.15,2023,4,43.495000000000005,Frio
Paris,France,2023-11-04,146.89,95.08,75.7,19.58,3.37,169.68,6.25,59.46,9.74,2023,11,85.05,Frio
Bangkok,Thailand,2023-02-12,6.51,108.41,71.18,8.45,2.1,119.3,-3.98,28.94,15.47,2023,2,52.65833333333333,Muito Frio
Tokyo,Japan,2023-05-17,115.32,95.97,44.21,35.79,4.13,28.13,-1.93,27.59,7.98,2023,5,53.925000000000004,Muito Frio
Istanbul,Turkey,2023-12-28,80.7,52.0,30.21,3.21,3.63,130.55,10.64,93.51,6.27,2023,12,50.050000000000004,Ameno
Mumbai,India,2023-10-07,5.2,135.39,83.94,13.69,7.9,11.86,24.18,36.33,8.67,2023,10,42.99666666666666,Quente
Cairo,Egypt,2023-05-21,54.39,83.4,44.51,10.03,5.02,170.88,33.32,47.59,17.1,2023,5,61.37166666666667,Muito Quente
Mexico City,Mexico,2023-02-16,105.41,133.65,32.12,36.25,3.54,121.09,32.47,67.52,5.56,2023,2,72.01,Muito Quente
Los Angeles,Usa,2023-03-19,98.29,175.67,75.82,20.67,8.18,35.45,35.24,53.01,8.49,2023,3,69.01333333333334,Muito Quente
Tokyo,Japan,2023-04-18,148.4,152.24,45.51,42.63,4.02,179.82,33.91,11.56,8.7,2023,4,95.43666666666665,Muito Quente
Beijing,China,2023-11-17,149.23,135.44,37.68,42.83,2.55,124.81,31.56,99.46,8.59,2023,11,82.08999999999999,Muito Quente
Istanbul,Turkey,2023-04-07,73.93,196.27,38.76,21.06,4.42,16.68,-9.81,23.6,16.42,2023,4,58.52000000000001,Muito Frio
New York,Usa,2023-10-09,87.35,168.9,50.3,6.1,1.16,44.84,10.15,78.47,13.58,2023,10,59.77500000000001,Ameno
Bangkok,Thailand,2023-05-26,82.91,10.96,42.5,23.81,8.04,82.92,25.79,71.85,10.62,2023,5,41.85666666666666,Quente
Toronto,Canada,2023-08-07,140.57,168.23,94.87,34.86,0.74,120.21,6.91,94.36,14.59,2023,8,93.24666666666667,Frio
New York,Usa,2023-08-19,94.37,58.3,7.2,28.91,8.21,161.87,32.18,58.23,17.28,2023,8,59.81,Muito Quente
Mumbai,India,2023-10-25,38.42,116.88,76.25,34.98,0.52,120.58,38.2,29.54,13.12,2023,10,64.605,Muito Quente
Bangkok,Thailand,2023-12-11,134.52,46.02,42.64,15.43,5.28,123.2,31.99,52.94,8.99,2023,12,61.18166666666667,Muito Quente
Sydney,Australia,2023-06-16,138.56,58.93,91.74,5.05,7.4,98.61,34.46,29.35,6.99,2023,6,66.715,Muito Quente
London,Uk,2023-09-03,41.48,68.99,68.53,14.45,7.05,164.58,20.58,33.89,16.03,2023,9,60.84666666666667,Quente
Madrid,Spain,2023-10-17,53.03,194.49,17.02,24.59,8.6,117.94,0.97,10.01,19.86,2023,10,69.27833333333334,Frio
Toronto,Canada,2023-07-09,36.57,189.13,71.09,47.22,1.51,69.57,2.0,89.25,15.78,2023,7,69.18166666666666,Frio
Tokyo,Japan,2023-04-26,144.65,45.35,70.28,8.09,6.57,41.03,-2.09,63.57,14.84,2023,4,52.661666666666655,Muito Frio
Johannesburg,South Africa,2023-06-27,33.38,31.21,79.45,38.1,4.72,32.62,-6.54,37.31,15.74,2023,6,36.580000000000005,Muito Frio
Johannesburg,South Africa,2023-04-27,106.33,179.52,35.73,45.17,5.17,177.53,23.68,78.64,0.68,2023,4,91.575,Quente
